risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 2 (Medium),60636.0,41.7834513068,-87.6544529466,grocery store,englewood market,6055-6057 s racine ave ,Englewood
Risk 3 (Low),60620.0,41.7561626996,-87.6528196032,grocery store,"englewood mini mart,inc",7550 s may st ,Auburn Gresham
Risk 1 (High),60621.0,41.7796840053,-87.6419394478,other,englewood satellite senior center,653-657 w 63rd st ,Englewood
Risk 1 (High),60621.0,41.7688279979,-87.6526054055,other,englewood school of positive,1118-1122 w 69th st ,Englewood
Risk 1 (High),60654.0,41.8905457125,-87.6327019853,restaurant,english,444 n la salle dr ,River North
Risk 1 (High),60651.0,41.9033153012,-87.7512465801,other,enjoy catering,5006 w crystal st apt 2nd floor,Austin
Risk 2 (Medium),60652.0,41.7498685578,-87.709653236,restaurant,enjoyacorn,3460 w 79th st ,Ashburn
Risk 1 (High),60626.0,42.0091484917,-87.6619261534,other,ennui,6981 n sheridan rd ,Rogers Park
Risk 2 (Medium),60626.0,42.0091484917,-87.6619261534,other,ennui cafe,6981 n sheridan rd ,Rogers Park
Risk 3 (Low),60609.0,41.8194414263,-87.6653755449,other,enrique castillo,4100 s ashland ave ,New City
Risk 1 (High),60608.0,41.8592316632,-87.687485554,other,"enrique jiminez foods, inc.",2443 w 16th st bldg ,Lower West Side
Risk 1 (High),60706.0,,,other,"enrique jiminez foods, inc.",4327 n ottawa ave ,other
Risk 3 (Low),60608.0,41.8483943602,-87.6764390675,other,enriquez produce inc.,2420-2444 s blue island ave ,Lower West Side
Risk 1 (High),60647.0,41.9107971096,-87.6773246972,restaurant,enso sushi & bar,1611 n damen ave ,Wicker Park
Risk 3 (Low),60618.0,41.9465411023,-87.7023194533,grocery store,entenmann's thrift bakery,2945 w addison st ,Avondale
Risk 1 (High),60612.0,41.8862389891,-87.6685958797,catering,entertaining company,1640 w walnut st ,United Center
Risk 1 (High),60610.0,41.9112599678,-87.6359875099,restaurant,entertainment food svcs. inc.,230 w north ave ,Old Town
Risk 3 (Low),60661.0,41.8819943382,-87.6397586849,other,entrees by you,500 w madison st ,West Loop
Risk 1 (High),60654.0,41.8901230051,-87.6316845966,restaurant,epic,112-114 w hubbard st ,River North
Risk 2 (Medium),60617.0,41.7448813315,-87.5501871503,school,epic academy,8255 s houston ave fl ,South Chicago
Risk 1 (High),60611.0,41.8932629773,-87.6219587765,restaurant,epic burger,227 e ontario st ,Streeterville
Risk 2 (Medium),60611.0,41.8976515378,-87.626728956,restaurant,epic burger,40 e pearson st ,Rush & Division
Risk 2 (Medium),60605.0,41.8753138424,-87.6274731162,restaurant,epic burger,517 s state st ,Loop
Risk 2 (Medium),60661.0,41.8793927981,-87.6416261769,restaurant,epic burger,550 w adams st ,West Loop
Risk 2 (Medium),60642.0,41.9109487626,-87.6531595513,restaurant,epic burger inc,1000 w north ave ,Lincoln Park
Risk 1 (High),60654.0,41.8894224236,-87.6309187444,restaurant,"epic burger, inc",407 n clark st ,River North
Risk 1 (High),60633.0,41.6495578003,-87.5400403093,catering,epic catering inc.,13514 s avenue o ,Hegewisch
Risk 1 (High),60633.0,41.6537886883,-87.546489632,restaurant,epic catering inc.,3146 e 133rd st ,Hegewisch
Risk 3 (Low),60622.0,41.8959059751,-87.6707351698,grocery store,epic spices,1725 w chicago ave ,West Town
Risk 3 (Low),60644.0,41.869236207,-87.7458927124,other,epigmenio espinoza,4825 w arthington st ,Austin
Risk 2 (Medium),60623.0,41.8458873948,-87.7304937059,school,epiphany elementary school,4223 w 25th st ,Little Village
Risk 1 (High),60614.0,41.9255791197,-87.6476892132,restaurant,epiphany restaurant,734 w fullerton pkwy ,Lincoln Park
Risk 1 (High),60607.0,41.8673414957,-87.6414141413,restaurant,epples restaurant,554 w roosevelt rd ,West Loop
Risk 1 (High),60611.0,41.8934815528,-87.6220262371,restaurant,eppy's deli,224 e ontario st ,Streeterville
Risk 1 (High),60606.0,41.8848722519,-87.6355372174,restaurant,eppys cafe & deli,162 n franklin st ,Loop
Risk 3 (Low),60625.0,41.9637114633,-87.6855057756,other,erba,4520 n lincoln ave ,Lincoln Square
Risk 2 (Medium),60609.0,41.8145980096,-87.665268192,restaurant,erendira moreno,4342 s ashland ave ,New City
Risk 1 (High),60633.0,41.6551885903,-87.5469994185,grocery store,eric's food center,13209 s baltimore ave ,Hegewisch
Risk 1 (High),60632.0,41.7951811812,-87.7110944738,school,erick solorio academy high school,5400 s st louis ave ,Gage Park
Risk 1 (High),60640.0,41.9686506799,-87.6788572746,restaurant,erick's taco,1967 w lawrence ave ,Lincoln Square
Risk 1 (High),60640.0,41.9686506799,-87.6788572746,restaurant,erick's tacos,1967-1969 w lawrence ave ,Lincoln Square
Risk 2 (Medium),60640.0,41.9777420221,-87.6685064569,restaurant,ericksons delicatessen,5250 n clark st ,Andersonville
Risk 1 (High),60624.0,41.8757619057,-87.7158457254,school,ericson elementary school,3600 w fifth ave ,Garfield Park
Risk 1 (High),60654.0,41.8939918838,-87.6428499477,restaurant,erie cafe,536 w erie st ,River North
Risk 1 (High),60622.0,41.900370716,-87.6899281059,school,erie charter school,2510 w cortez ,Ukrainian Village
Risk 1 (High),60622.0,41.8950055462,-87.6698132253,daycare (2 - 6 years),erie community center,1701 w superior st ,West Town
Risk 3 (Low),60644.0,41.8923180203,-87.7455687215,grocery store,erie food mart,633 n cicero ave ,Austin
Risk 2 (Medium),60644.0,41.8923180203,-87.7455687215,grocery store,erie food mart meat and produce,633 n cicero ave ,Austin
Risk 2 (Medium),60622.0,41.9068010603,-87.6943263349,school,erie house,1405 n washtenaw ave ,Humboldt Park
Risk 1 (High),60622.0,41.8950055462,-87.6698132253,daycare (2 - 6 years),erie neighborhood house,1701 w superior st ,West Town
Risk 2 (Medium),60622.0,41.8933205967,-87.6746575502,grocery store,erie st market,1900-1902 w erie st ,West Town
Risk 3 (Low),60622.0,41.8933205967,-87.6746575502,grocery store,erie street market,1900 w erie st ,West Town
Risk 1 (High),60641.0,41.9365210844,-87.7272588523,other,erijolinos,3036 n pulaski rd ,Avondale
Risk 1 (High),60604.0,41.877396937,-87.6275149317,restaurant,erik's deli,333 s state st ,Loop
Risk 1 (High),60607.0,41.8766468411,-87.6406951193,restaurant,erik's deli,525 w van buren st ,West Loop
Risk 1 (High),60618.0,41.9611917449,-87.7169518654,restaurant,erika grill,3532 w montrose ave ,Albany Park
Risk 1 (High),60614.0,41.9251640224,-87.6596665332,restaurant,eriks deli,1231 w fullerton ave ,Lincoln Park
Risk 1 (High),60646.0,41.9860011371,-87.7875279202,restaurant,ermel's,5729 n northwest hwy ,Norwood Park
Risk 3 (Low),60657.0,41.9334048747,-87.6685803309,other,ernest corp / mcdonald's,2834 n ashland ave ,Lake View
Risk 3 (Low),60623.0,41.8407540203,-87.7185042697,grocery store,"ernesto's grocery store, inc.",2758 s ridgeway ave ,Little Village
Risk 1 (High),60624.0,41.8807862049,-87.7297177822,other,ernie's restaurant,4140 w madison st ,Garfield Park
Risk 3 (Low),60656.0,41.9808422563,-87.8051964116,restaurant,ernie's tap,7112 w higgins ave ,Norwood Park
Risk 1 (High),60630.0,41.9656105425,-87.7724506553,school,ernst prussing elementary school,4650 n menard (5800w) ,Portage Park
Risk 1 (High),60649.0,41.7637978436,-87.5647274541,daycare (2 - 6 years),ersula howard child care center,7222 s exchange ave ,South Shore
Risk 1 (High),60657.0,41.9352507007,-87.6489529634,restaurant,erwin,2925 n halsted st ,Lake View
Risk 3 (Low),60617.0,41.7226157304,-87.5544094635,other,escabana citgo inc.,2855-2863 e 95th st ,South Deering
Risk 1 (High),60657.0,41.9433400555,-87.6446638704,restaurant,esencia urban kitchen,3351 n broadway ,Lake View
Risk 1 (High),60643.0,41.6893906872,-87.6691614337,school,esmond,1865 w montvale (11334s) ,Morgan Park
Risk 1 (High),60622.0,41.8916241257,-87.6685321636,school,esperanza school,520 n marshfield st ,West Town
Risk 3 (Low),60614.0,41.9182223687,-87.6528889108,other,espial ltd,948 w armitage ave ,Lincoln Park
Risk 3 (Low),60623.0,41.8407540203,-87.7185042697,grocery store,espinoza,2758 s ridgeway ave ,Little Village
Risk 1 (High),60611.0,41.892394751,-87.6264153354,other,espn zone,43 e ohio st ,River North
Risk 1 (High),60618.0,41.9548327539,-87.6786261751,restaurant,espresso thy art,4019 n damen ave ,North Center
Risk 3 (Low),60707.0,41.9236557414,-87.8019045214,other,espresso time ltd,7026 w grand ave ,Montclare
Risk 3 (Low),60647.0,41.9247696036,-87.7121699327,other,esquina del sabor,3400 w fullerton ave ,Logan Square
Risk 1 (High),60639.0,41.9268288174,-87.7560986967,restaurant,esquina del sabor catrocho,2525 n laramie ave ,Belmont Cragin
Risk 3 (Low),60626.0,42.0127043706,-87.6745007192,grocery store,"esquire petroleum, llc",7201 n clark st ,Rogers Park
Risk 2 (Medium),60646.0,41.9977441822,-87.7654532397,restaurant,essence med spa & wellness center,6413 n kinzua ave ,"Sauganash,Forest Glen"
Risk 1 (High),60625.0,41.9649970929,-87.6860138188,restaurant,essence of india,4601 n lincoln ave ,Lincoln Square
Risk 2 (Medium),60632.0,41.8077273465,-87.7263665655,restaurant,essential healthy living inc.,4107 w 47th st ,Archer Heights
Risk 1 (High),60660.0,41.9933041871,-87.6702668702,restaurant,estadio grill,6122 n clark ,Edgewater
Risk 3 (Low),60632.0,41.7982809822,-87.7035449286,grocery store,estar bien,5223 s kedzie ave ,Gage Park
Risk 2 (Medium),60629.0,41.77847132,-87.7290890143,restaurant,estar bien 2,4237 w 63rd st ,West Lawn
Risk 2 (Medium),60629.0,41.7806840564,-87.7036078039,restaurant,estarbien club de nutricion,3209 w 62nd st ,Chicago Lawn
Risk 1 (High),60642.0,41.9034341983,-87.6580866476,restaurant,estate ultra bar,1177 n elston ave ,West Town
Risk 1 (High),60642.0,41.8960754027,-87.6601462193,grocery store,"estela minimarket, inc.",1315 w chicago ave ,West Town
Risk 1 (High),60647.0,41.9103642042,-87.6781304283,restaurant,estelles cafe & pub ltd,2013 w north ave ,Wicker Park
Risk 1 (High),60606.0,41.8856290866,-87.6355869127,restaurant,estelles kitchen,305 w lake st ,Loop
Risk 2 (Medium),60644.0,41.8800353583,-87.7710672906,other,esther purnell,5831 w madison ave ,Austin
Risk 2 (Medium),60639.0,41.9310869201,-87.7718920554,grocery store,estilo de vida,5817 w diversey ave ,Belmont Cragin
Risk 1 (High),60659.0,41.9903512522,-87.6961467497,restaurant,estrada,2639-2641 w peterson ave ,West Ridge
Risk 1 (High),60641.0,41.9366680713,-87.7466545989,restaurant,estrella blanca,3049 n cicero ave ,Belmont Cragin
Risk 1 (High),60647.0,41.9250163322,-87.6870332998,restaurant,estrella negra,2346 w fullerton ave ,Bucktown
Risk 2 (Medium),60619.0,41.7582122898,-87.61984215,restaurant,eternity juice bar & deli,201 e 75th st ,Grand Crossing
Risk 1 (High),60614.0,41.9218325339,-87.6533443364,restaurant,ethan's cafe,2201-2203 n sheffield ave ,Sheffield & DePaul
Risk 1 (High),60643.0,41.6947929461,-87.6616245022,restaurant,ethel soul food,10936 s vincennes ave ,Morgan Park
Risk 2 (Medium),60611.0,41.8916885174,-87.6243071781,restaurant,ethel's,520 n michigan ave ,Magnificent Mile
Risk 2 (Medium),60601.0,41.8858614083,-87.6282373438,other,ethel's chocolate lounge,8 w lake st ,Loop
Risk 1 (High),60626.0,42.0188127938,-87.6759202309,restaurant,ethiopian diamond ii restaurant inc.,7537-7539 n clark st ,Rogers Park
Risk 1 (High),60660.0,41.9928864486,-87.660503146,restaurant,ethiopian diamond restaurant,6118-6122 n broadway ,Edgewater
Risk 1 (High),60660.0,41.9929441343,-87.660504875,restaurant,ethiopian diamond restaurant,6120-6122 n broadway ,Edgewater
Risk 3 (Low),60657.0,41.9450496809,-87.6549532218,other,ethiopian village restaurant,3462 n clark st ,Lake View
Risk 1 (High),60614.0,41.9288365398,-87.6537119429,restaurant,etno village grill,2580 n lincoln ave ,Sheffield & DePaul
Risk 1 (High),60610.0,41.9033719511,-87.6343141548,restaurant,euphrates cafe,1143 n wells st ,River North
Risk 2 (Medium),60643.0,41.6906463593,-87.6641560682,restaurant,eura's llc,11155-11157 s vincennes ave ,Morgan Park
Risk 1 (High),60642.0,41.9072602527,-87.6568041725,restaurant,eurest dining,1132 w blackhawk st ,River North
Risk 2 (Medium),60604.0,41.8777492613,-87.6285917801,restaurant,eurest dining,315 s plymouth ct ,Loop
Risk 1 (High),60611.0,41.8879387436,-87.6270356415,restaurant,eurest dining,330 n wabash ave ,River North
Risk 1 (High),60611.0,41.8893542519,-87.6241024562,restaurant,eurest dining,401 n michigan ave ,Magnificent Mile
Risk 1 (High),60654.0,41.8965851912,-87.6429961817,restaurant,eurest dining,600 w chicago ave ,River North
Risk 1 (High),60642.0,41.9050212623,-87.6525195444,restaurant,eurest dining,930 w evergreen ave ,River North
Risk 1 (High),60661.0,41.8819664488,-87.6412758255,other,eurest dining @ bank of america,540 w madison st ,West Loop
Risk 1 (High),60625.0,41.9685101423,-87.7134257752,restaurant,eurest dining service @ albany bank & trust,3400 w lawrence ave ,Albany Park
Risk 3 (Low),60606.0,41.8785601536,-87.6365238721,other,eurest dining service at sonnenschein nath & rosenthal,233 s wacker dr ,Loop
Risk 1 (High),60612.0,41.8669592586,-87.6712073479,other,eurest dining services,1151 s wood st ,"Little Italy, UIC"
Risk 2 (Medium),60603.0,41.8798854403,-87.6292115948,restaurant,eurest dining services,131 s dearborn st ,Loop
Risk 1 (High),60601.0,41.8847797046,-87.6308006675,restaurant,eurest dining services,161 n clark st ,Loop
Risk 1 (High),60608.0,41.866870839,-87.6758133784,restaurant,eurest dining services,1950 w roosevelt rd ,"Little Italy, UIC"
Risk 1 (High),60654.0,41.8875286397,-87.6326468365,restaurant,eurest dining services,300 n la salle st ,River North
Risk 1 (High),60604.0,41.8775935005,-87.6285870602,restaurant,eurest dining services,321 s plymouth ct ,Loop
Risk 2 (Medium),60611.0,41.8879387436,-87.6270356415,restaurant,eurest dining services,330 n wabash ave ,River North
Risk 1 (High),60605.0,41.87588847,-87.6318847212,restaurant,eurest dining services,440 s la salle st ,Loop
Risk 1 (High),60603.0,41.8807051043,-87.6324763051,restaurant,eurest dining services,50 s la salle st ,Loop
Risk 1 (High),60607.0,41.8719961299,-87.6392042917,restaurant,eurest dining services,801 s canal st ,West Loop
Risk 3 (Low),60631.0,41.9810937801,-87.8440756275,other,eurest dining services,8700 w bryn mawr ave ,O'Hare
Risk 1 (High),60606.0,41.8832658529,-87.6387608213,restaurant,eurest dining services @ boeing,100 n riverside plz ,West Loop
Risk 1 (High),60646.0,41.9900137339,-87.7296161987,restaurant,eurest dining services @ cch,4025 w peterson ave ,North Park
Risk 3 (Low),60640.0,41.9741295261,-87.6599553012,other,eurest dining services @ combined insurance,5050 n broadway ,Uptown
Risk 1 (High),60606.0,41.88053925,-87.6345924635,restaurant,eurest dining services @ credit suisse chicago,227 w monroe st ,Loop
Risk 1 (High),60606.0,41.8855344999,-87.6366760915,restaurant,"eurest dining services @ drinker, biddle & reath llp",191 n wacker dr ,Loop
Risk 1 (High),60606.0,41.8834982431,-87.6372002726,restaurant,eurest dining services @ general growth,110 n wacker dr ,Loop
Risk 2 (Medium),60616.0,41.8541946008,-87.625381534,restaurant,eurest dining services @ l'oreal,2101 s wabash ave ,Near South Side
Risk 1 (High),60661.0,41.8804479088,-87.6418389753,restaurant,eurest dining services @ quaker oats,555 w monroe st ,West Loop
Risk 1 (High),60624.0,41.8701670594,-87.7062893664,restaurant,eurest dining services @ safer foundation,3210 w arthington st ,Garfield Park
Risk 1 (High),60661.0,41.8793927981,-87.6416261769,restaurant,eurest dining services @ usg,550 w adams st ,West Loop
Risk 1 (High),60654.0,41.8875286397,-87.6326468365,restaurant,eurest dining services at cafe 300,300 n la salle st ,River North
Risk 1 (High),60634.0,41.9426807866,-87.806767944,restaurant,euro cafe',3435 n harlem ave ,Dunning
Risk 2 (Medium),60634.0,41.9384019226,-87.7712939312,restaurant,euro cappuccino inc,5759 w belmont ave ,Belmont Cragin
Risk 3 (Low),60625.0,41.9682881182,-87.7137619758,grocery store,euro convenient,3409 w lawrence ave ,Albany Park
Risk 3 (Low),60625.0,41.9682881182,-87.7137619758,grocery store,euro convenient store,3409 w lawrence ave ,Albany Park
Risk 3 (Low),60641.0,41.9384664765,-87.7663567364,grocery store,euro convenient store,5557 w belmont ave ,Belmont Cragin
Risk 3 (Low),60634.0,41.9420978118,-87.8070405969,other,euro deli,3414 n harlem ave ,Dunning
Risk 2 (Medium),60632.0,41.8122003371,-87.7300904783,other,euro usa chicago,4430 s tripp ave ,Archer Heights
Risk 3 (Low),60632.0,41.8076448427,-87.7327992022,other,europa bakery inc.,4345-4347 w 47th st ,Archer Heights
Risk 1 (High),60610.0,41.8956627719,-87.637220715,restaurant,europa galleria inc,340 w superior st ,River North
Risk 2 (Medium),60660.0,41.9944703788,-87.6580463824,grocery store,europa meat maket inc,1063 w granville ave ,Edgewater
Risk 1 (High),60625.0,41.9793486458,-87.6928302823,grocery store,"european american grocery and meat market, inc..",5356 n lincoln ave ,Lincoln Square
Risk 3 (Low),60634.0,41.9605203553,-87.7726658259,other,european brothers deli,5812 w montrose ave ,Portage Park
Risk 3 (Low),60638.0,41.7961335469,-87.7603858621,other,european cafe,5842 s archer ave ,Garfield Ridge
Risk 1 (High),60638.0,41.7925653197,-87.8014018397,restaurant,european chalet,5445 s harlem ave ,Garfield Ridge
Risk 1 (High),60646.0,41.9891068614,-87.7764959339,bakery,european classic,5930 n elston ave ,Jefferson Park
Risk 2 (Medium),60660.0,41.9944747725,-87.6577306396,grocery store,european food mart,1055 w granville ave ,Edgewater
Risk 3 (Low),60647.0,41.9265527461,-87.679426693,other,european imports inc.,2475 n elston ave ,Bucktown
Risk 2 (Medium),60610.0,41.9088567261,-87.6383751627,restaurant,"eva's coffee, inc.",1447 n sedgwick st ,Old Town
Risk 1 (High),60647.0,41.9185116624,-87.6903944299,other,eva's taco,2050 n milwaukee ave ,Logan Square
Risk 3 (Low),60647.0,41.9175589604,-87.7013853861,other,eva's tacos,2952 w armitage ave ,Logan Square
Risk 3 (Low),60608.0,41.857713874,-87.664542382,other,evan street llc,1519 w 18th st ,Lower West Side
Risk 1 (High),60620.0,41.7278130098,-87.648431034,school,evangelical christian school,9130 s vincennes ,Washington Heights
Risk 1 (High),60659.0,41.9832701085,-87.6912659325,daycare (2 - 6 years),evangelical lutheran/st philip,2444 w bryn mawr ave ,West Ridge
Risk 1 (High),60659.0,41.9832701085,-87.6912659325,daycare combo 1586,evangelical lutheran/st phillip,2444 w bryn mawr ave ,West Ridge
Risk 3 (Low),60621.0,41.767342819,-87.6299698873,other,evans corner,6958 s wentworth ave ,Grand Crossing
Risk 2 (Medium),60637.0,41.7802774666,-87.6074103349,grocery store,evans food mart,723 e 63rd st ,Woodlawn
Risk 1 (High),60628.0,41.7206045097,-87.6433389307,daycare (2 - 6 years),evelyn j porter berry,9528  -09530 s halsted st ,Washington Heights
Risk 3 (Low),60618.0,41.9335472377,-87.7207528811,grocery store,evelyn's food market,2857 n ridgeway ave ,Avondale
Risk 3 (Low),60641.0,41.9344203559,-87.7271990054,grocery store,evelyn's food market,2926 n pulaski rd ,Avondale
