risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 1 (High),60614.0,41.9296168477,-87.6490545784,restaurant,itto enterprises inc,2616 n halsted st ,Sheffield & DePaul
Risk 3 (Low),60647.0,41.9172642129,-87.7092149947,other,itzel enterprises corporation,3255 w armitage ave ,Logan Square
Risk 3 (Low),60619.0,41.765848418,-87.6136634282,other,iva playhouse,440 - 42 e 71st st ,Grand Crossing
Risk 2 (Medium),60609.0,41.8102909175,-87.6651643463,grocery store,ivone's hair salon,4602 s ashland ave ,New City
Risk 1 (High),60605.0,41.8625776163,-87.6238951615,children's services facility,ivy garden early learning center,1455 s michigan ave ,Near South Side
Risk 1 (High),60616.0,41.8494553974,-87.6320850885,other,ivy garden learning,2350 s wentworth ave ,Chinatown
Risk 1 (High),60611.0,41.893265149,-87.6218121202,restaurant,ivy hotel,233 e ontario st ,Streeterville
Risk 1 (High),60640.0,41.9665217005,-87.6671490008,daycare above and under 2 years,ivy kids early learning inc,4642-4648 n clark st ,Uptown
Risk 1 (High),60646.0,41.9972191871,-87.7645546496,restaurant,"ivy's burgers, hot dogs and fries",5419 w devon ave ,"Sauganash,Forest Glen"
Risk 1 (High),60618.0,41.96123763,-87.7132843803,restaurant,ixcateco grill,3402 w montrose ave ,Albany Park
Risk 1 (High),60640.0,41.9660629933,-87.6577341245,restaurant,iyanze,4623-4627 n broadway ,Uptown
Risk 1 (High),60647.0,41.9177165609,-87.6777670487,restaurant,izakaya mita,1960 n damen ave ,Bucktown
Risk 1 (High),60623.0,41.8440059001,-87.734046494,restaurant,izalco restaurant,4377 w 26th st ,Little Village
Risk 1 (High),60619.0,41.7512853047,-87.6115238804,restaurant,izola white,522-524 e 79th st ,Grand Crossing
Risk 1 (High),60661.0,41.8843009455,-87.6469527383,restaurant,izumi sushi bar & restaurant,731 w randolph st ,West Loop
Risk 3 (Low),60619.0,41.7370799754,-87.6046880783,grocery store,izzy's stop n shop,8647 s cottage grove ,Chatham
Risk 3 (Low),60640.0,41.973377298,-87.6581589905,grocery store,j & a convenient store,1108 w argyle st ,Uptown
Risk 1 (High),60620.0,41.7425776173,-87.6339369307,restaurant,j & a grill,8331 s stewart ave ,Chatham
Risk 1 (High),60639.0,41.9237993545,-87.7706332364,grocery store,j & a oriental food mart,5755 w fullerton ave ,Belmont Cragin
Risk 3 (Low),60641.0,41.9403711969,-87.7440859649,other,j & b distributing co,3250 n kilpatrick ave ,Portage Park
Risk 3 (Low),60640.0,41.9686561373,-87.678438479,grocery store,j & b food & liquors inc,1957 w lawrence ave ,Lincoln Square
Risk 2 (Medium),60609.0,41.8015564134,-87.6553959587,restaurant,j & b gyros,1206 w 51st st ,New City
Risk 2 (Medium),60620.0,41.7505498488,-87.6428801302,restaurant,j & b gyros,733 w 79th st ,Auburn Gresham
Risk 2 (Medium),60609.0,41.8015564134,-87.6553959587,restaurant,j & b gyros # 4,1206 w 51st st ,New City
Risk 3 (Low),60628.0,41.6708064136,-87.6204382549,grocery store,j & b liquors inc,12258 s michigan ave ,West Pullman
Risk 1 (High),60612.0,41.8773266739,-87.6960698799,grocery store,j & c finer food inc,2759 w jackson blvd ,Garfield Park
Risk 1 (High),60618.0,41.9539632606,-87.7131376541,grocery store,j & c food market inc,3404 w irving park rd ,Irving Park
Risk 1 (High),60632.0,41.79799187,-87.7234437408,restaurant,"j & c/el senor sombrero, inc.",5220 s pulaski rd ,West Elsdon
Risk 2 (Medium),60619.0,41.7652327009,-87.6247534829,grocery store,j & d deli market,7107 s state st ,Grand Crossing
Risk 3 (Low),60657.0,41.9394020899,-87.6504034466,other,j & d enterprises inc,3166 n clark st ,Lake View
Risk 1 (High),60614.0,41.9238794055,-87.6467837685,restaurant,j & e restaurant group llc,2312 n lincoln ave ,Lincoln Park
Risk 3 (Low),60660.0,41.9849755548,-87.6692274922,restaurant,j & h food & liquor,5652 n clark st ,Edgewater
Risk 3 (Low),60639.0,41.9093903894,-87.773378177,grocery store,j & j  dollar  plus,5914 w north ave ,Austin
Risk 3 (Low),60647.0,41.9247919066,-87.6875217952,other,j & j amoco inc,2357 w fullerton ave ,Bucktown
Risk 1 (High),60630.0,41.9677648001,-87.7770202043,grocery store,j & j european deli,5960 w lawrence ave ,Portage Park
Risk 2 (Medium),60619.0,41.7588329197,-87.5908622228,restaurant,j & j fast food,1358 e 75th st ,South Shore
Risk 3 (Low),60625.0,41.9683565776,-87.7071094763,other,j & j fast food & bakery,3125 w lawrence ave ,Albany Park
Risk 2 (Medium),60628.0,41.6958475702,-87.6426337178,restaurant,j & j fish,10902 s halsted st ,Morgan Park
Risk 2 (Medium),60643.0,41.6941015698,-87.681081293,restaurant,j & j fish,10943 s western ave ,Morgan Park
Risk 2 (Medium),60653.0,41.8097954827,-87.5923738666,restaurant,j & j fish,1400 e 47th dr ,Kenwood
Risk 3 (Low),60628.0,41.7217713464,-87.6284365622,other,j & j fish,154 w 95th st ,Roseland
Risk 2 (Medium),60649.0,41.7514890188,-87.5766336472,restaurant,j & j fish,1945 e 79th st ,South Chicago
Risk 2 (Medium),60603.0,41.8796122139,-87.6267857789,restaurant,j & j fish,26 e adams st ,Loop
Risk 2 (Medium),60612.0,41.875484229,-87.7058221001,restaurant,j & j fish,411 s kedzie ave ,Garfield Park
Risk 3 (Low),60640.0,41.9641302189,-87.6546255552,other,j & j fish,4515 n sheridan rd ,Uptown
Risk 2 (Medium),60609.0,41.8012290139,-87.6646276075,restaurant,j & j fish,5101 s ashland ave ,New City
Risk 1 (High),60644.0,41.880349814,-87.7652746741,restaurant,j & j fish,5608 w madison st ,Austin
Risk 3 (Low),60637.0,41.7768663218,-87.6059982481,other,j & j fish,6458 s cottage grove ave ,Woodlawn
Risk 2 (Medium),60636.0,41.7721674229,-87.6735665679,restaurant,j & j fish,6659 s damen ave ,Englewood
Risk 2 (Medium),60649.0,41.7677439002,-87.5858184426,restaurant,j & j fish,7003 s stony island ave ,South Shore
Risk 2 (Medium),60651.0,41.8956153135,-87.7067053251,restaurant,j & j fish,800 n kedzie ave ,Humboldt Park
Risk 2 (Medium),60617.0,41.740254245,-87.5858683278,restaurant,j & j fish,8508 s stony island ave ,Avalon Park
Risk 3 (Low),60619.0,41.7370237012,-87.6046865329,other,j & j fish,8649 s cottage grove ave ,Chatham
Risk 2 (Medium),60617.0,41.7354648952,-87.5515342307,restaurant,j & j fish,8800 s commercial ave ,South Chicago
Risk 2 (Medium),60608.0,41.866428168,-87.6662364768,restaurant,j & j fish & chicken,1215 s ashland ave ,"Little Italy, UIC"
Risk 2 (Medium),60653.0,41.8097954827,-87.5923738666,restaurant,j & j fish & chicken,1400 e 47th dr ,Kenwood
Risk 2 (Medium),60649.0,41.7710280072,-87.5864171867,restaurant,j & j fish & chicken,6814 s stony island ave ,South Shore
Risk 2 (Medium),60649.0,41.764658912,-87.5648751079,restaurant,j & j fish & chicken,7167 s exchange ave ,South Shore
Risk 2 (Medium),60619.0,41.7587227316,-87.6152755525,restaurant,j & j fish & chicken,7450 s dr. martin luther king dr ,Grand Crossing
Risk 2 (Medium),60620.0,41.7434273331,-87.632181132,restaurant,j & j fish and chicken,8300 s holland rd ,Chatham
Risk 2 (Medium),60619.0,41.7370237012,-87.6046865329,other,j & j fish and chicken,8649 s cottage grove ave ,Chatham
Risk 2 (Medium),60621.0,41.7650141551,-87.6494922534,grocery store,j & j food,1005 w 71st st ,Englewood
Risk 3 (Low),60618.0,41.939731753,-87.7126653779,other,j & j food & cigarette,3214 n kimball ave ,Avondale
Risk 3 (Low),60618.0,41.939731753,-87.7126653779,other,j & j food & cigarettes,3214 n kimball ave ,Avondale
Risk 3 (Low),60629.0,41.7720719349,-87.6844374221,grocery store,j & j food & liquor,2422 w marquette rd ,Chicago Lawn
Risk 3 (Low),60618.0,41.939731753,-87.7126653779,other,j & j food mart,3214 n kimball ave ,Avondale
Risk 2 (Medium),60621.0,41.7650141551,-87.6494922534,other,j & j foods,1005 w 71st st ,Englewood
Risk 1 (High),60638.0,41.7775075806,-87.7853028542,restaurant,j & j loung & banquet hall inc,6539-6541 w 63rd st ,Clearing
Risk 2 (Medium),60649.0,41.7517858852,-87.554010727,grocery store,j & j meat co,2901 e 79th st ,South Chicago
Risk 1 (High),60153.0,,,other,j & k catering,1413 s 11 th ave ,other
Risk 1 (High),60647.0,41.9236952552,-87.6984085507,catering,j & k catering,2333 n milwaukee ave ,Logan Square
Risk 3 (Low),60620.0,41.7502212381,-87.6652127797,grocery store,"j & k dollar store, inc.",1645 w 79th st ,Auburn Gresham
Risk 3 (Low),60659.0,41.9965639924,-87.6899920677,grocery store,j & k food & liquor,6320 n western ave ,West Ridge
Risk 2 (Medium),60617.0,41.7375086756,-87.5499054254,grocery store,"j & l food mart, inc",3036 e 87th st ,South Chicago
Risk 3 (Low),60613.0,41.9542282187,-87.6654349041,other,j & m mini market,1429 w irving park rd ,Lake View
Risk 1 (High),60661.0,41.8779164604,-87.6470945426,restaurant,j & n inc,301-305 s halsted st ,Greektown
Risk 1 (High),60620.0,41.7486247054,-87.6632518107,restaurant,j & r caribbean hut inc.,7959 s ashland ave ,Auburn Gresham
Risk 3 (Low),60614.0,41.9251997525,-87.668000503,grocery store,j & r liquor & food,2401 n ashland ave ,Lincoln Park
Risk 3 (Low),60629.0,41.7645638464,-87.6847777496,other,j & r prices,2439 w 71st st ,Chicago Lawn
Risk 2 (Medium),60612.0,41.8762371611,-87.7009310195,restaurant,"j & r seafood, inc.",337 s sacramento blvd ,Garfield Park
Risk 3 (Low),60643.0,41.7062823319,-87.6817635946,grocery store,j & t amoco,10300 s western ave ,Beverly
Risk 3 (Low),60647.0,41.929585357,-87.7072234495,other,j & u corp,2639 n kedzie ave ,Logan Square
Risk 2 (Medium),60651.0,41.9062516305,-87.7339241602,other,j & v foods,1400 n kildare ave ,Humboldt Park
Risk 3 (Low),60628.0,41.6779042488,-87.623640295,other,j & w food and liquors,21 w 119th st ,West Pullman
Risk 1 (High),60644.0,41.8807891535,-87.754933762,restaurant,j & w jamaican jerk restaurant,13 n laramie ave ,Austin
Risk 1 (High),60628.0,41.6822583334,-87.6277360189,daycare above and under 2 years,j + l family learning daycare center,11638-11640 s wentworth ave ,West Pullman
Risk 2 (Medium),60628.0,41.6780682776,-87.6228064914,restaurant,j and j fish and chicken,11858 s state st ,West Pullman
Risk 3 (Low),60626.0,42.008002744,-87.6667191595,other,j and j restaurant,1418 w morse ave ,Rogers Park
Risk 1 (High),60622.0,41.9043259638,-87.6559402514,catering,j and l food service,1229 n north branch st ,River North
Risk 3 (Low),60618.0,41.9609885935,-87.7156463163,grocery store,j and p finer foods,3501 w montrose ave ,Irving Park
Risk 3 (Low),60638.0,41.7985582782,-87.7430718662,other,j b brandy's,5200 s cicero ave ,Garfield Ridge
Risk 1 (High),60611.0,41.8929176677,-87.6255514437,restaurant,j bar lounge,610 n rush st ,River North
Risk 2 (Medium),60641.0,41.9572428884,-87.7385112339,other,j c g industries,4404 w berteau ave ,Irving Park
Risk 3 (Low),60614.0,41.925036971,-87.6685149903,restaurant,j f service inc,1607 w fullerton ave ,Lincoln Park
Risk 3 (Low),60619.0,41.7512032601,-87.6028989789,grocery store,j groceries,857 e 79th st ,Chatham
Risk 2 (Medium),60629.0,41.7790898807,-87.7025724449,restaurant,j j  fish  &  chicken,3146 w 63rd st ,Chicago Lawn
Risk 2 (Medium),60649.0,41.764658912,-87.5648751079,restaurant,j j  fish & chicken,7167 s exchange ave ,South Shore
Risk 2 (Medium),60637.0,41.7768663218,-87.6059982481,restaurant,j j & atomic sub,6458 s cottage grove ave ,Woodlawn
Risk 3 (Low),60628.0,41.6590241244,-87.6094447116,other,j j fish,507 e 130th st ,Riverdale
Risk 2 (Medium),60609.0,41.7962348752,-87.6304049244,restaurant,j j fish,5401 s wentworth ave ,Fuller Park
Risk 2 (Medium),60653.0,41.8164555518,-87.6213234759,restaurant,j j fish & chicken,201-209 e 43rd st ,Grand Boulevard
Risk 2 (Medium),60623.0,41.851665676,-87.7241743467,restaurant,j j fish & chicken,3948 w cermak rd ,North Lawndale
Risk 2 (Medium),60609.0,41.8012290139,-87.6646276075,restaurant,j j fish& chicken,5101 s ashland ave ,New City
Risk 3 (Low),60623.0,41.8441334079,-87.7253637389,grocery store,"j j gonzalez, inc",4019 w 26th st ,Little Village
Risk 2 (Medium),60620.0,41.7248092244,-87.6431577607,restaurant,j j grill,9305 s halsted st ,Washington Heights
Risk 2 (Medium),60639.0,41.9094980532,-87.7648071578,other,j j gyros,5542 w north ave ,Austin
Risk 1 (High),60641.0,41.9422241656,-87.727132,other,j j mini store,3343 n pulaski rd ,Avondale
Risk 3 (Low),60657.0,41.9398009841,-87.6541610861,other,j j peppers,1001 w belmont ave ,Lake View
Risk 3 (Low),60640.0,41.9691356424,-87.6549701238,grocery store,j j peppers food store,4800 n sheridan rd ,Uptown
Risk 3 (Low),60639.0,41.9241316625,-87.7461587088,other,j j peppers foodstore #17,4757 w fullerton ave ,Belmont Cragin
Risk 2 (Medium),60619.0,41.7218446761,-87.6230605196,restaurant,j j's top dog,16 e 95th st ,Roseland
Risk 3 (Low),60621.0,41.7870390747,-87.6378127282,grocery store,j k & s food & liquor,503 w 59th st ,Englewood
Risk 3 (Low),60659.0,41.9977623658,-87.6944539093,other,j k grocers inc,2552 w devon ave ,West Ridge
Risk 1 (High),60645.0,41.998072904,-87.6949272912,restaurant,j k kabab house,6412 n rockwell st ,West Ridge
Risk 3 (Low),60651.0,41.8949533583,-87.7660626259,other,j m inc,5614 w chicago ave ,Austin
Risk 3 (Low),60628.0,41.7141256493,-87.6428525474,grocery store,"j m j mobil, inc.",9901 s halsted st ,Washington Heights
Risk 3 (Low),60639.0,41.9099087546,-87.7328497382,grocery store,j mart plus inc.,4238 w north ave ,Humboldt Park
Risk 3 (Low),60624.0,41.8797626226,-87.7355941168,other,j new stop inc,24 s kostner ave ,Garfield Park
Risk 2 (Medium),60644.0,41.8729766704,-87.7613765377,restaurant,j obama j fish & chicken,5448 w harrison st ,Austin
Risk 3 (Low),60657.0,41.9431924725,-87.6713372804,other,j r food and liquors,3356 n paulina st ,Lake View
Risk 2 (Medium),60608.0,41.839134768,-87.6628943759,bakery,j smile 51,3051 s archer ave ,Bridgeport
Risk 1 (High),60618.0,41.9613412558,-87.7013665948,restaurant,j story,2910 w montrose ave ,Albany Park
Risk 1 (High),60603.0,41.8795352341,-87.6300242114,restaurant,j v enterprises inc,60 w adams st ,Loop
Risk 2 (Medium),60643.0,41.7214133832,-87.6557817851,restaurant,j&j fish & chicken,1308 w 95th st ,Washington Heights
Risk 2 (Medium),60617.0,41.7397504818,-87.5858567495,restaurant,j&j fish & chicken,8524 s stony island ave ,Avalon Park
Risk 2 (Medium),60628.0,41.6781695655,-87.6203663669,restaurant,"j&k fast food group, inc",11857 s michigan ave ,West Pullman
Risk 2 (Medium),60618.0,41.9512473408,-87.7153661896,restaurant,j's corner hot dog,3845 n elston ave ,Irving Park
Risk 1 (High),60621.0,41.7798631679,-87.6445278756,other,j's gourmet,740 w 63rd st ,Englewood
Risk 3 (Low),60618.0,41.9613412558,-87.7013665948,restaurant,j's story,2910 w montrose ave ,Albany Park
Risk 3 (Low),60630.0,41.9769368877,-87.769074312,grocery store,j's vitamins & more,5316 n milwaukee ave ,Jefferson Park
Risk 1 (High),60647.0,41.9103413263,-87.6792826045,restaurant,j.  wellington's,2045 w north ave ,Wicker Park
Risk 1 (High),60614.0,41.9144237141,-87.654627843,restaurant,j. alexander's,1840 n clybourn ave ,Lincoln Park
Risk 1 (High),60639.0,41.9094980532,-87.7648071578,restaurant,j. j. gyros,5542 w north ave ,Austin
Risk 3 (Low),60616.0,41.8379674215,-87.6437854128,other,j. j. peppers,659 w 31st st ,Bridgeport
Risk 1 (High),60642.0,41.8933088922,-87.6621668438,restaurant,j. patrick's,1365-1367 w erie st ,West Town
Risk 1 (High),60654.0,41.8963470152,-87.6310936533,restaurant,j. rocco italian table & bar,749 n clark st ,Rush & Division
Risk 3 (Low),60657.0,41.943260948,-87.6713390953,other,j. t. collins pub,3358 n paulina st ,Lake View
Risk 3 (Low),60624.0,41.8746146053,-87.735407855,other,j.a.b.s. corp,414 s kostner ave ,Garfield Park
Risk 1 (High),60637.0,41.7733569462,-87.6083759219,restaurant,j.b. gee's,6652 s langley ave ,Woodlawn
Risk 1 (High),60639.0,41.9310473208,-87.7746851568,restaurant,j.d. congress,5925 w diversey ave ,Belmont Cragin
Risk 2 (Medium),60607.0,41.8888784505,-87.6535440008,other,"j.d.y., inc.",370 n carpenter st ,West Loop
Risk 1 (High),60644.0,41.8858515589,-87.7455325262,restaurant,"j.fc jerk and fried chicken,g",4800 w fulton st d,Austin
Risk 1 (High),60651.0,41.894808034,-87.7572791021,restaurant,j.j brain's,5241 w chicago ave ,Austin
Risk 2 (Medium),60621.0,41.7650141551,-87.6494922534,grocery store,j.j. food mart,1005 w 71st st ,Englewood
Risk 3 (Low),60616.0,41.8379674215,-87.6437854128,other,j.j. peppers,659 w 31st st ,Bridgeport
Risk 2 (Medium),60626.0,42.0045335502,-87.6800215274,grocery store,j.j. peppers food store #1,6740 n ridge blvd ,West Ridge
Risk 3 (Low),60611.0,41.8964553134,-87.6256451665,grocery store,j.j. peppers food store #20,750 n rush st ,Rush & Division
Risk 3 (Low),60647.0,41.9319200162,-87.7074891692,grocery store,j.j. peppers food store-18aa,3201 w diversey ave ,Logan Square
Risk 2 (Medium),60639.0,41.9096700831,-87.7512132164,restaurant,j.j. sausage maxwell street,4948 w north ave ,Austin
Risk 3 (Low),60632.0,41.8011590375,-87.6904036528,other,j.k.'s,2632 w 51st st ,Gage Park
Risk 1 (High),60607.0,41.8842567038,-87.6498267026,restaurant,j.p. graziano grocery co inc.,901 w randolph st ,West Loop
Risk 1 (High),60619.0,41.737699471,-87.6047070099,daycare (2 - 6 years),j.p.e. day care center,8625 s cottage grove ave ,Chatham
Risk 3 (Low),60614.0,41.9177060842,-87.6483418871,restaurant,j9 wine bar,1961 n halsted st ,Old Town
Risk 1 (High),60615.0,41.8004109756,-87.5886584544,restaurant,ja grill hyde park,1510 e harper ct ,Hyde Park
Risk 2 (Medium),60659.0,41.9976889996,-87.6984944889,other,ja meat & grocerty inc,2732 w devon ave ,West Ridge
Risk 1 (High),60614.0,41.9182085676,-87.6537576875,restaurant,ja' grill,1008 w armitage ave ,Lincoln Park
Risk 1 (High),60612.0,41.8843400571,-87.6966873472,restaurant,ja' s jerk chicken,2806 w lake st ,Garfield Park
Risk 2 (Medium),60643.0,41.7069918579,-87.6466264129,grocery store,ja-b's,934 w 103rd st ,Washington Heights
Risk 3 (Low),60625.0,41.969223385,-87.7083531323,other,jaafer sweets,4825 n kedzie ave ,Albany Park
Risk 3 (Low),60639.0,41.931351361,-87.768831235,grocery store,jabon  maravilloso,5702 w diversey ave ,Belmont Cragin
Risk 2 (Medium),60651.0,41.8946505896,-87.7719592356,restaurant,jabro's italian ice corner,5845 w chicago ave ,Austin
Risk 2 (Medium),60651.0,41.8946505896,-87.7719592356,restaurant,jabros italian ice corner,5845 w chicago ave ,Austin
Risk 1 (High),60647.0,41.9171755057,-87.7165433635,restaurant,jack 's hot dog,3577 w armitage ave ,Logan Square
Risk 1 (High),60647.0,41.9178299172,-87.6795307509,restaurant,jack and gingers,2048 w armitage ave ,Bucktown
Risk 2 (Medium),60612.0,41.8811908599,-87.6958792261,restaurant,jack city fish & chicken,2750 w madison st bldg ,Garfield Park
Risk 1 (High),60614.0,41.9200804992,-87.6624801689,other,jack sullivan's,2142 n clybourn ave ,Lincoln Park
Risk 3 (Low),60608.0,41.8469909977,-87.6755586112,other,"jack tuchten wholesale produce, inc.",2455 s damen ave ,Lower West Side
Risk 1 (High),60628.0,41.6926606288,-87.6259400609,restaurant,jack' s famous wings,100 w 111th st ,Roseland
Risk 2 (Medium),60624.0,41.8805127163,-87.734437909,restaurant,jack's burger,4335 w madison st ,Garfield Park
Risk 3 (Low),60603.0,41.881419008,-87.6322032078,other,jack's convenience,19 s la salle st ,Loop
Risk 1 (High),60612.0,41.8677234002,-87.7058568631,restaurant,jack's fish  chicken & more,1116 s kedzie ave ,North Lawndale
Risk 2 (Medium),60608.0,41.8504510243,-87.6587978557,other,jack's fork in the road,2300 s throop st ,Lower West Side
Risk 3 (Low),60628.0,41.6626772671,-87.6412555135,other,jack's lounge,12717 s halsted st ,West Pullman
Risk 1 (High),60657.0,41.9400376624,-87.6491212511,restaurant,jack's on halsted,3201 n halsted st ,Boystown
Risk 2 (Medium),60647.0,41.9173516086,-87.6999576964,other,jack's place,2917 w armitage ave ,Logan Square
Risk 2 (Medium),60653.0,41.8093228701,-87.6133355212,restaurant,jack's wings,513 1/2 e 47th st ,Grand Boulevard
Risk 2 (Medium),60616.0,41.8361169836,-87.645770127,restaurant,jackalope coffee & tea house,753-755 w 32nd st ,Bridgeport
Risk 2 (Medium),60645.0,42.0086715872,-87.6903108383,other,jackey's ice cream,7000 n western ave ,West Ridge
Risk 3 (Low),60626.0,41.9982574038,-87.670809306,other,jackhammer,6406 n clark st ,Rogers Park
Risk 2 (Medium),60651.0,41.8949533583,-87.7660626259,restaurant,jackie food,5614 w chicago ave ,Austin
Risk 1 (High),60653.0,41.8173583865,-87.5990317388,school,jackie robinson elementary,4225 s lake park ,Oakland
Risk 2 (Medium),60651.0,41.8972888597,-87.7262904776,grocery store,"jackie's food, inc.",900 n pulaski rd ,Humboldt Park
Risk 2 (Medium),60644.0,41.8870876819,-87.7649572507,restaurant,jacks  famous  wings,345 n central ave ,Austin
Risk 2 (Medium),60619.0,41.727358105,-87.6047481241,grocery store,jacks cottage grove mini mart inc.,9204 s cottage grove ave ,Chatham
Risk 1 (High),60623.0,41.8549842759,-87.7247028419,other,jacks famous wings and sandwiches,1901 s pulaski rd ,North Lawndale
Risk 2 (Medium),60644.0,41.8870876819,-87.7649572507,other,jacks famous wings and sandwiches,345 n central ave ,Austin
Risk 2 (Medium),60612.0,41.8776646457,-87.6861964827,restaurant,jackson fish & chicken,229 s western ave ,United Center
Risk 1 (High),60606.0,41.8780019788,-87.6344091296,other,jackson otb,223 w jackson blvd ,Loop
Risk 2 (Medium),60649.0,41.7786621133,-87.579399991,other,jackson park golf course,6401 s richards dr ,Jackson Park
Risk 1 (High),60649.0,41.7578154221,-87.5855692215,hospital,jackson park hospital,7531 s stony island ave ,South Shore
Risk 1 (High),60619.0,41.7588482179,-87.5891894732,long term care,"jackson park slf, llc",1440-1448 e 75th st ,South Shore
Risk 1 (High),60619.0,41.7588482179,-87.5891894732,long term care,"jackson park supportive living facility, llc.",1440-1448 e 75th st ,South Shore
Risk 1 (High),60644.0,41.87677136,-87.7547713647,long term care,jackson square  nursing & rehabilitation center,5130 w jackson blvd ,Austin
Risk 3 (Low),60644.0,41.8762142529,-87.7452632494,grocery store,"jackson super discount,inc.",316 s cicero ave ,Austin
Risk 1 (High),60606.0,41.8782232415,-87.6342473795,restaurant,jackson tavern,216 w jackson blvd ,Loop
Risk 1 (High),60632.0,41.7945609659,-87.7230519611,restaurant,jackys hot dogs,5415 s pulaski rd ,West Elsdon
Risk 1 (High),60612.0,41.8852940107,-87.7058185931,school,jacob beidler elementary school,3151 w walnut st (234n) ,Garfield Park
Risk 2 (Medium),60621.0,41.7671646748,-87.644314953,grocery store,"jacob one stop shop, inc",6957 s halsted st ,Englewood
Risk 3 (Low),60639.0,41.931340717,-87.769559804,other,jacome's grocery store inc,5718 w diversey ave ,Belmont Cragin
Risk 3 (Low),60657.0,41.9437286769,-87.6452247328,other,jacqueline's,3420 n broadway ,Boystown
Risk 2 (Medium),60621.0,41.7729660295,-87.6444630707,restaurant,jad fast food,6645 s halsted st ,Englewood
Risk 1 (High),60607.0,41.8734611755,-87.6569584511,restaurant,jade court chinese restaurant,626-628 s racine ave ,"Little Italy, UIC"
Risk 1 (High),60614.0,41.9275767783,-87.6515281724,restaurant,jade east restaurant,2511 n lincoln ave ,Sheffield & DePaul
Risk 1 (High),60623.0,41.8448353901,-87.7048998898,restaurant,jade palace,2551 s kedzie ave ,Little Village
Risk 1 (High),60623.0,41.8448353901,-87.7048998898,restaurant,jade palace restaurant,2551 s kedzie ave ,Little Village
Risk 3 (Low),60618.0,41.9538331094,-87.7042903925,other,"jadran, ltd",3025 w irving park rd ,Irving Park
Risk 1 (High),60604.0,41.8780144872,-87.63318903,restaurant,jaffa bagel,175 w jackson blvd ,Loop
Risk 1 (High),60661.0,41.8819943382,-87.6397586849,restaurant,jaffa bagel,500 w madison st ,West Loop
Risk 1 (High),60601.0,41.8863774062,-87.6243816704,restaurant,jaffa bagels,225 n michigan ave ,Loop
Risk 1 (High),60602.0,41.881866029,-87.6310664677,restaurant,jaffa bakery,105 w madison st ,Loop
Risk 1 (High),60604.0,41.8780144872,-87.63318903,restaurant,jaffa bakery,175 w jackson blvd ,Loop
Risk 1 (High),60601.0,41.8857712175,-87.6308298164,restaurant,jaffa bakery,201 n clark st ,Loop
Risk 1 (High),60661.0,41.8819943382,-87.6397586849,restaurant,jaffa bakery,500 w madison st ,West Loop
Risk 1 (High),60611.0,41.8916885174,-87.6243071781,restaurant,jaffa bakery,520 n michigan ave ,Magnificent Mile
Risk 2 (Medium),60625.0,41.969223385,-87.7083531323,restaurant,jaffer sweets,4825 n kedzie ave ,Albany Park
Risk 3 (Low),60623.0,41.8589103641,-87.7297821329,grocery store,jaffra food mart,4160 w 16th st ,North Lawndale
Risk 1 (High),60659.0,41.9880596759,-87.7037044518,restaurant,jagodinka bakery & cafe inc.,5868 n lincoln ave ,West Ridge
Risk 3 (Low),60616.0,41.8596976261,-87.6238278653,grocery store,"jai shree jalaram, inc",1619 s michigan ave ,Near South Side
Risk 1 (High),60613.0,41.9502323868,-87.6491809444,restaurant,jai yen,3734-36 n broadway ,Boystown
Risk 1 (High),60659.0,41.9975541728,-87.6937701792,restaurant,jaihind foods,2537-2539 w devon ave ,West Ridge
Risk 3 (Low),60625.0,41.9673395728,-87.7085854583,other,jaihind foods & video,4722 n kedzie ave ,Albany Park
Risk 1 (High),60659.0,41.9976283009,-87.7020184006,other,jaihind restaurant,2858 w devon ave ,West Ridge
Risk 1 (High),60645.0,41.9981208875,-87.6888221333,restaurant,jaihind restaurant,6410-12 n claremont ave ,West Ridge
Risk 3 (Low),60659.0,41.9977130468,-87.6971482263,other,jaihinds foods & video,2658 w devon ave ,West Ridge
Risk 3 (Low),60659.0,41.9977130468,-87.6971482263,other,jaihnds foods & video,2658 w devon ave ,West Ridge
Risk 1 (High),60659.0,41.9846137165,-87.7005652503,school,jaimeson,5650 n mozart ,West Ridge
Risk 1 (High),60614.0,41.9135223868,-87.6529400928,restaurant,jaimitos burritos,1781 n clybourn ave ,Lincoln Park
Risk 1 (High),60607.0,41.8842663671,-87.6492714681,restaurant,jaipur,847 w randolph st ,West Loop
Risk 1 (High),60618.0,41.9393777184,-87.6976758955,restaurant,jaiyen ii,3159 n california ave ,Avondale
Risk 1 (High),60611.0,41.8955930976,-87.6265824869,restaurant,jake melnick's corner tap,41 e superior st ,River North
Risk 3 (Low),60657.0,41.9356556596,-87.6473714806,other,jake's pub,2932 n clark st ,Lake View
Risk 1 (High),60640.0,41.9618249215,-87.6546019606,restaurant,jake's pup in the ruf inc,4401 n sheridan rd ,Uptown
Risk 1 (High),60607.0,41.8777992729,-87.6496339277,restaurant,jaks tap,901 w jackson blvd ,West Loop
Risk 1 (High),60647.0,41.9175721608,-87.699859031,restaurant,jalapeno grill,2910 w armitage ave ,Logan Square
Risk 1 (High),60613.0,41.9523433052,-87.6776567659,other,jalapeno sabroso,3900 n lincoln ave ,North Center
